n:150,k:0,time:320
n:300,k:0,time:1090
n:450,k:0,time:2370
n:600,k:0,time:4133
n:750,k:0,time:5569
n:900,k:0,time:8476
n:1050,k:0,time:10827
n:1200,k:0,time:17164
n:1350,k:0,time:22232
n:1500,k:0,time:27442
n:1650,k:0,time:31926
n:1800,k:0,time:37073
n:1950,k:0,time:44333
n:2100,k:0,time:46300
n:2250,k:0,time:55787
n:2400,k:0,time:56459
n:2550,k:0,time:62644
n:2700,k:0,time:75820
n:2850,k:0,time:76816
n:3000,k:0,time:89057
n:3150,k:0,time:103108
n:3300,k:0,time:106522
n:3450,k:0,time:116051
n:3600,k:0,time:115441
n:3750,k:0,time:124446
n:3900,k:0,time:133795
n:4050,k:0,time:144589
n:4200,k:0,time:155376
n:4350,k:0,time:166191
n:4500,k:0,time:187323
n:4650,k:0,time:190348
n:4800,k:0,time:204390
n:4950,k:0,time:217314
n:5100,k:0,time:269987
n:5250,k:0,time:249331
n:5400,k:0,time:266082
n:5550,k:0,time:301437
n:5700,k:0,time:305366
n:5850,k:0,time:305328
n:6000,k:0,time:320277
n:6150,k:0,time:360707
n:6300,k:0,time:366411
n:6450,k:0,time:365859
n:6600,k:0,time:381009
n:6750,k:0,time:418329
n:6900,k:0,time:418522
n:7050,k:0,time:446471
n:7200,k:0,time:481413
n:7350,k:0,time:503820
n:7500,k:0,time:503788
n:7650,k:0,time:533670
n:7800,k:0,time:559805
n:7950,k:0,time:559317
n:8100,k:0,time:579828
n:8250,k:0,time:639542
n:8400,k:0,time:626774
n:8550,k:0,time:653410
n:8700,k:0,time:667321
n:8850,k:0,time:714196
n:9000,k:0,time:731472
n:9150,k:0,time:761388
n:9300,k:0,time:769739
n:9450,k:0,time:800345
n:9600,k:0,time:809458
n:9750,k:0,time:835692
n:9900,k:0,time:865099
n:10050,k:0,time:911871
n:10200,k:0,time:922785
n:10350,k:0,time:948413
n:10500,k:0,time:992982
n:10650,k:0,time:1007711
n:10800,k:0,time:1033112
n:10950,k:0,time:1074378
n:11100,k:0,time:1102920
n:11250,k:0,time:1147434
n:11400,k:0,time:1151442
n:11550,k:0,time:1190955
n:11700,k:0,time:1204549
n:11850,k:0,time:1234960
n:12000,k:0,time:1291821
n:12150,k:0,time:1301485
n:12300,k:0,time:1340797
n:12450,k:0,time:1403478
n:12600,k:0,time:1417483
n:12750,k:0,time:1441331
n:12900,k:0,time:1477647
n:13050,k:0,time:1526627
n:13200,k:0,time:1545058
n:13350,k:0,time:1583602
n:13500,k:0,time:1617141
n:13650,k:0,time:1666008
n:13800,k:0,time:1699256
n:13950,k:0,time:1725508
n:14100,k:0,time:1766277
n:14250,k:0,time:1792527
n:14400,k:0,time:1820958
n:14550,k:0,time:1858941
n:14700,k:0,time:1900881
n:14850,k:0,time:1941162
n:15000,k:0,time:1967927
