n:150,k:0,time:61
n:300,k:0,time:145
n:450,k:0,time:212
n:600,k:0,time:276
n:750,k:0,time:387
n:900,k:0,time:409
n:1050,k:0,time:501
n:1200,k:0,time:773
n:1350,k:0,time:814
n:1500,k:0,time:1021
n:1650,k:0,time:998
n:1800,k:0,time:1207
n:1950,k:0,time:1242
n:2100,k:0,time:1479
n:2250,k:0,time:1214
n:2400,k:0,time:1400
n:2550,k:0,time:1687
n:2700,k:0,time:1714
n:2850,k:0,time:1946
n:3000,k:0,time:1864
n:3150,k:0,time:2095
n:3300,k:0,time:3167
n:3450,k:0,time:2405
n:3600,k:0,time:2960
n:3750,k:0,time:2451
n:3900,k:0,time:2746
n:4050,k:0,time:2746
n:4200,k:0,time:2905
n:4350,k:0,time:3015
n:4500,k:0,time:3187
n:4650,k:0,time:3436
n:4800,k:0,time:3490
n:4950,k:0,time:3735
n:5100,k:0,time:3876
n:5250,k:0,time:4210
n:5400,k:0,time:4132
n:5550,k:0,time:4384
n:5700,k:0,time:5066
n:5850,k:0,time:4771
n:6000,k:0,time:4838
n:6150,k:0,time:5149
n:6300,k:0,time:5551
n:6450,k:0,time:5479
n:6600,k:0,time:5750
n:6750,k:0,time:5874
n:6900,k:0,time:6269
n:7050,k:0,time:6437
n:7200,k:0,time:6436
n:7350,k:0,time:6659
n:7500,k:0,time:7016
n:7650,k:0,time:7332
n:7800,k:0,time:7954
n:7950,k:0,time:7789
n:8100,k:0,time:7916
n:8250,k:0,time:8182
n:8400,k:0,time:8851
n:8550,k:0,time:8747
n:8700,k:0,time:8944
n:8850,k:0,time:9323
n:9000,k:0,time:11543
n:9150,k:0,time:9706
n:9300,k:0,time:9877
n:9450,k:0,time:10403
n:9600,k:0,time:10510
n:9750,k:0,time:10915
n:9900,k:0,time:10756
n:10050,k:0,time:11204
n:10200,k:0,time:13404
n:10350,k:0,time:11816
n:10500,k:0,time:11970
n:10650,k:0,time:12229
n:10800,k:0,time:12735
n:10950,k:0,time:12881
n:11100,k:0,time:13246
n:11250,k:0,time:13650
n:11400,k:0,time:15087
n:11550,k:0,time:14328
n:11700,k:0,time:14427
n:11850,k:0,time:14677
n:12000,k:0,time:15355
n:12150,k:0,time:15121
n:12300,k:0,time:16404
n:12450,k:0,time:16130
n:12600,k:0,time:16345
n:12750,k:0,time:17105
n:12900,k:0,time:17172
n:13050,k:0,time:17515
n:13200,k:0,time:18267
n:13350,k:0,time:17966
n:13500,k:0,time:19787
n:13650,k:0,time:18773
n:13800,k:0,time:19078
n:13950,k:0,time:20884
n:14100,k:0,time:19800
n:14250,k:0,time:20113
n:14400,k:0,time:20615
n:14550,k:0,time:20822
n:14700,k:0,time:20956
n:14850,k:0,time:21641
n:15000,k:0,time:21780
